## Tue Oct 21 20:08:25 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|NZ_CM127331.1_prot_WP_088941751.1_5287	571.MC52_08790	2.69e-179	499.0	COG0548@1|root,COG0548@2|Bacteria,1MU17@1224|Proteobacteria,1RNKK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the ATP-dependent phosphorylation of N-acetyl- L-glutamate	argB	GO:0003674,GO:0003824,GO:0003991,GO:0004042,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016407,GO:0016410,GO:0016597,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0033554,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0050896,GO:0051716,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.7.2.8	ko:K00930,ko:K22478	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00259,R02649	RC00002,RC00004,RC00043,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2508,iB21_1397.B21_03793,iEC55989_1330.EC55989_4441,iECB_1328.ECB_03844,iECDH10B_1368.ECDH10B_4147,iECDH1ME8569_1439.ECDH1ME8569_3827,iECD_1391.ECD_03844,iECH74115_1262.ECH74115_5419,iECIAI1_1343.ECIAI1_4167,iECO103_1326.ECO103_4715,iECOK1_1307.ECOK1_4431,iECS88_1305.ECS88_4414,iECSE_1348.ECSE_4252,iETEC_1333.ETEC_4227,iEcE24377_1341.EcE24377A_4498,iEcHS_1320.EcHS_A4193,iEcolC_1368.EcolC_4057,iSbBS512_1146.SbBS512_E4445,iUMN146_1321.UM146_20050,iUMNK88_1353.UMNK88_4797,iUTI89_1310.UTI89_C4550,iY75_1357.Y75_RS17255	AA_kinase,NAT
lcl|NZ_CM127331.1_prot_WP_032693276.1_5288	571.MC52_08785	2.01e-242	665.0	COG0002@1|root,COG0002@2|Bacteria,1MVJ6@1224|Proteobacteria,1RNMX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde	argC	GO:0003674,GO:0003824,GO:0003942,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.38	ko:K00145	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R03443	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iSSON_1240.SSON_4131	Semialdhyde_dh,Semialdhyde_dhC
lcl|NZ_CM127331.1_prot_WP_014227436.1_5289	571.MC52_08780	1.36e-267	733.0	COG0624@1|root,COG0624@2|Bacteria,1MVBR@1224|Proteobacteria,1RNDG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Belongs to the peptidase M20A family. ArgE subfamily	argE	GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0008777,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019752,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0046914,GO:0050897,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.1.16	ko:K01438	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00669,R09107	RC00064,RC00300	ko00000,ko00001,ko00002,ko01000	-	-	iECUMN_1333.ECUMN_4488	M20_dimer,Peptidase_M20,Peptidase_M28
lcl|NZ_CM127331.1_prot_WP_004856030.1_5290	571.MC52_08775	0.0	1752.0	COG2352@1|root,COG2352@2|Bacteria,1MUD5@1224|Proteobacteria,1RPTP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle	ppc	GO:0003674,GO:0003824,GO:0004611,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0008964,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016830,GO:0016831,GO:0016999,GO:0017144,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045333,GO:0055114,GO:0071704,GO:0072350	4.1.1.31	ko:K01595	ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200	M00168,M00170,M00171,M00172,M00173,M00346,M00374	R00345	RC02741	ko00000,ko00001,ko00002,ko01000	-	-	iSFV_1184.SFV_4025	PEPcase
lcl|NZ_CM127331.1_prot_WP_128696613.1_5291	571.MC52_08770	5.08e-156	437.0	COG3443@1|root,COG3443@2|Bacteria,1MXFK@1224|Proteobacteria,1RPWU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	periplasmic or secreted protein	zinT	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0007154,GO:0008150,GO:0008270,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010035,GO:0010038,GO:0030288,GO:0030313,GO:0031667,GO:0031668,GO:0031669,GO:0031975,GO:0033554,GO:0034224,GO:0042221,GO:0042594,GO:0042597,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046686,GO:0046870,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071496,GO:0120127	-	ko:K09815	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ZinT
lcl|NZ_CM127331.1_prot_WP_128696612.1_5292	571.MC52_08765	3.61e-210	580.0	COG2207@1|root,COG2207@2|Bacteria,1N7DZ@1224|Proteobacteria,1RN9G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	yijO	GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HTH_18,Response_reg
lcl|NZ_CM127331.1_prot_WP_128696611.1_5293	571.MC52_08760	1.33e-149	421.0	COG0176@1|root,COG0176@2|Bacteria,1MWQ8@1224|Proteobacteria,1RNWN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Belongs to the transaldolase family. Type	fsa	-	-	ko:K08313,ko:K08314	-	-	-	-	ko00000,ko01000	-	-	-	TAL_FSA
lcl|NZ_CM127331.1_prot_WP_014227433.1_5294	571.MC52_08755	6.21e-265	725.0	COG0371@1|root,COG0371@2|Bacteria,1MWAE@1224|Proteobacteria,1RN9F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	glycerol dehydrogenase	gldA	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006066,GO:0006071,GO:0006081,GO:0006091,GO:0006113,GO:0008150,GO:0008152,GO:0008888,GO:0009056,GO:0009438,GO:0009987,GO:0015980,GO:0016052,GO:0016491,GO:0016614,GO:0016616,GO:0019147,GO:0019400,GO:0019405,GO:0019563,GO:0019588,GO:0019662,GO:0019751,GO:0042180,GO:0042182,GO:0042802,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046164,GO:0046174,GO:0046185,GO:0051596,GO:0055114,GO:0071704,GO:1901575,GO:1901615,GO:1901616	1.1.1.261,1.1.1.6	ko:K00005,ko:K00096	ko00561,ko00564,ko00640,ko01100,map00561,map00564,map00640,map01100	-	R01034,R05679,R05680,R10715,R10717	RC00029,RC00117,RC00670	ko00000,ko00001,ko01000	-	-	iAF1260.b3945,iB21_1397.B21_03780,iBWG_1329.BWG_3614,iECABU_c1320.ECABU_c44570,iECBD_1354.ECBD_4078,iECB_1328.ECB_03831,iECDH10B_1368.ECDH10B_4134,iECDH1ME8569_1439.ECDH1ME8569_3814,iECD_1391.ECD_03831,iECED1_1282.ECED1_4651,iECIAI1_1343.ECIAI1_4154,iECNA114_1301.ECNA114_4086,iECO103_1326.ECO103_4702,iECO111_1330.ECO111_4771,iECO26_1355.ECO26_5062,iECP_1309.ECP_4159,iECSE_1348.ECSE_4239,iECSF_1327.ECSF_3807,iECW_1372.ECW_m4302,iEKO11_1354.EKO11_4366,iETEC_1333.ETEC_4214,iEcDH1_1363.EcDH1_4040,iEcE24377_1341.EcE24377A_4485,iEcHS_1320.EcHS_A4180,iEcolC_1368.EcolC_4070,iJO1366.b3945,iJR904.b3945,iLF82_1304.LF82_0835,iNRG857_1313.NRG857_19715,iSDY_1059.SDY_3780,iUMNK88_1353.UMNK88_4784,iWFL_1372.ECW_m4302,iY75_1357.Y75_RS17325,ic_1306.c4904	Fe-ADH,Fe-ADH_2
lcl|NZ_CM127331.1_prot_WP_014227432.1_5295	571.MC52_08750	4.11e-172	481.0	COG1349@1|root,COG1349@2|Bacteria,1R7PD@1224|Proteobacteria,1RPNM@1236|Gammaproteobacteria	1224|Proteobacteria	K	transcriptional regulator	xytR	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
lcl|NZ_CM127331.1_prot_WP_004856019.1_5296	571.MC52_08745	2.55e-214	591.0	COG0685@1|root,COG0685@2|Bacteria,1MUC9@1224|Proteobacteria,1RMXS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Methylenetetrahydrofolate reductase	metF	GO:0000166,GO:0003674,GO:0003824,GO:0004489,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0018130,GO:0019438,GO:0019752,GO:0022607,GO:0034641,GO:0036094,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0048037,GO:0050660,GO:0050662,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0055114,GO:0065003,GO:0071704,GO:0071840,GO:0071949,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.5.1.20	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523	M00377	R01224,R07168	RC00081	ko00000,ko00001,ko00002,ko01000	-	-	iPC815.YPO0117,iSBO_1134.SBO_3961	MTHFR
lcl|NZ_CM127331.1_prot_WP_042944060.1_5297	571.MC52_08740	1.12e-211	585.0	COG0583@1|root,COG0583@2|Bacteria,1R4G8@1224|Proteobacteria,1RRNU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_004856015.1_5298	571.MC52_08735	9.58e-80	237.0	COG0599@1|root,COG0599@2|Bacteria,1RH7V@1224|Proteobacteria,1S6K3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	decarboxylase	-	-	4.1.1.44	ko:K01607	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	-	R03470	RC00938	ko00000,ko00001,ko01000	-	-	-	CMD
lcl|NZ_CM127331.1_prot_WP_014227430.1_5299	571.MC52_08730	0.0	1589.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1MW3H@1224|Proteobacteria,1RN1G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	belongs to the aspartokinase family	metL	GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0019202,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iUMNK88_1353.UMNK88_4778,iYL1228.KPN_04234	AA_kinase,ACT_7,Homoserine_dh,NAD_binding_3
lcl|NZ_CM127331.1_prot_WP_014227429.1_5300	571.MC52_08725	7.44e-278	759.0	COG0626@1|root,COG0626@2|Bacteria,1MU57@1224|Proteobacteria,1RMCV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the formation of L-homocysteine from O- succinyl-L-homoserine (OSHS) and hydrogen sulfide	metB	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003962,GO:0004123,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.5.1.48	ko:K01739	ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230	M00017	R00999,R01288,R02508,R03217,R03260,R04944,R04945,R04946	RC00020,RC00056,RC00069,RC00420,RC02848,RC02866	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b3939,iBWG_1329.BWG_3608,iECDH10B_1368.ECDH10B_4128,iECDH1ME8569_1439.ECDH1ME8569_3808,iETEC_1333.ETEC_4208,iEcDH1_1363.EcDH1_4046,iEcHS_1320.EcHS_A4172,iEcolC_1368.EcolC_4076,iJO1366.b3939,iJR904.b3939,iUMNK88_1353.UMNK88_4777,iUTI89_1310.UTI89_C4524,iY75_1357.Y75_RS17365	Cys_Met_Meta_PP
lcl|NZ_CM127331.1_prot_WP_004107547.1_5301	1006000.GKAS_00984	1.79e-71	214.0	COG3060@1|root,COG3060@2|Bacteria,1RH3B@1224|Proteobacteria,1S5ZV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	This regulatory protein, when combined with SAM (S- adenosylmethionine) represses the expression of the methionine regulon and of enzymes involved in SAM synthesis	metJ	GO:0000096,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031326,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0140110,GO:1901564,GO:1901605,GO:1903506,GO:2000112,GO:2001141	-	ko:K03764	-	-	-	-	ko00000,ko03000	-	-	-	MetJ
lcl|NZ_CM127331.1_prot_WP_014228411.1_5302	571.MC52_07025	4.61e-106	305.0	COG1943@1|root,COG1943@2|Bacteria,1RAP9@1224|Proteobacteria,1S230@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Transposase	-	-	-	ko:K07491	-	-	-	-	ko00000	-	-	-	Y1_Tnp
lcl|NZ_CM127331.1_prot_WP_004107543.1_5303	571.MC52_08715	3.42e-49	155.0	COG0254@1|root,COG0254@2|Bacteria,1MZ69@1224|Proteobacteria,1SCMH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	50S ribosomal protein L31	rpmE	GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
lcl|NZ_CM127331.1_prot_WP_042944059.1_5304	571.MC52_08710	0.0	1472.0	COG1198@1|root,COG1198@2|Bacteria,1MUUZ@1224|Proteobacteria,1RPZ7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA	priA	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006276,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010332,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042221,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0046677,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	-	ko:K04066	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,ResIII
lcl|NZ_CM127331.1_prot_WP_004856005.1_5305	571.MC52_08705	8.22e-246	675.0	COG1609@1|root,COG1609@2|Bacteria,1MVUR@1224|Proteobacteria,1RN8T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional	cytR	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K05499	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
lcl|NZ_CM127331.1_prot_WP_071889412.1_5306	1286170.RORB6_18165	6.58e-159	454.0	COG3087@1|root,COG3087@2|Bacteria,1PWIT@1224|Proteobacteria,1RNC1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	Essential cell division protein that activates septal peptidoglycan synthesis and constriction of the cell. Acts on both sides of the membrane, via interaction with FtsA in the cytoplasm and interaction with the FtsQBL complex in the periplasm. These interactions may induce a conformational switch in both FtsA and FtsQBL, leading to septal peptidoglycan synthesis by FtsI and associated synthases	ftsN	GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0022402,GO:0022607,GO:0030428,GO:0031224,GO:0031226,GO:0032506,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0051301,GO:0061640,GO:0071840,GO:0071944,GO:0090529,GO:1902410,GO:1903047	-	ko:K03591	-	-	-	-	ko00000,ko03036	-	-	-	SPOR
lcl|NZ_CM127331.1_prot_WP_004107530.1_5307	571.MC52_08695	7.18e-121	345.0	COG5405@1|root,COG5405@2|Bacteria,1MVF2@1224|Proteobacteria,1RP7P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery	hslV	GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016787,GO:0017076,GO:0019538,GO:0019904,GO:0022607,GO:0030163,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0051603,GO:0065003,GO:0070003,GO:0070011,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1904949,GO:1905368,GO:1905369	3.4.25.2	ko:K01419	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Proteasome
lcl|NZ_CM127331.1_prot_WP_004127247.1_5308	571.MC52_08690	4.49e-313	853.0	COG1220@1|root,COG1220@2|Bacteria,1MVK9@1224|Proteobacteria,1RMYV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis	hslU	GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019904,GO:0022607,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043335,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1904949,GO:1905368,GO:1905369	-	ko:K03667	-	-	-	-	ko00000,ko03110	-	-	-	AAA_2,ClpB_D2-small
